,Step,Mean,Std,Reward1,Reward2,Reward3,Reward4,Reward5,Reward6,Reward7,Reward8,Reward9,Reward10
0,15002.0,234.0,25.0,218.28,218.11,231.86,226.29,279.33,237.87,231.63,218.68,200.94,281.05
1,20010.0,-0.0,0.0,0.12,-0.5,-0.42,0.0,-0.12,0.0,0.04,-0.1,0.19,0.08
2,25094.0,-0.0,0.0,0.12,-0.5,-0.42,0.0,-0.12,0.0,0.04,-0.1,0.19,0.08
3,30288.0,256.0,208.0,27.94,616.84,200.07,315.41,103.1,148.77,29.4,147.81,623.53,351.06
4,35604.0,-21.0,13.0,-21.44,-11.14,-38.23,-16.9,-10.42,-35.61,-8.27,-1.49,-32.74,-34.97
5,40614.0,9.0,11.0,-0.64,23.46,23.91,-0.45,1.27,-0.26,-0.72,21.22,-0.2,23.41
6,45892.0,20.0,118.0,-19.1,-62.87,44.76,353.02,60.17,-46.47,-58.5,-28.36,-10.35,-36.58
7,51060.0,10.0,15.0,13.11,13.41,9.77,9.75,12.32,11.95,-31.59,9.56,25.72,24.74
8,56130.0,10.0,1.0,9.66,11.58,10.71,10.65,10.7,9.73,10.05,10.08,10.69,10.32
9,61395.0,522.0,432.0,940.56,927.58,102.42,139.96,90.55,969.28,111.94,13.48,950.21,973.83
10,66538.0,248.0,170.0,345.44,23.97,139.15,294.34,296.8,28.4,57.64,562.39,352.84,379.84
11,71711.0,212.0,92.0,189.78,332.82,296.6,156.68,288.18,354.44,135.65,103.35,96.15,162.63
12,76928.0,407.0,272.0,569.72,307.46,18.83,68.34,637.26,49.91,661.26,588.39,803.27,363.29
13,81965.0,316.0,248.0,557.13,28.67,23.48,359.05,696.08,504.18,27.22,508.2,417.14,36.08
14,87253.0,106.0,166.0,12.66,26.87,-15.95,36.86,7.62,523.86,77.76,8.37,68.07,315.76
15,92435.0,342.0,222.0,551.53,529.86,32.8,567.94,34.63,439.29,349.8,-21.56,455.03,480.75
16,97563.0,293.0,104.0,354.98,347.63,178.02,91.46,236.18,328.55,217.87,374.18,463.7,341.54
17,102914.0,0.0,5.0,3.12,3.68,0.77,-0.41,3.18,-9.91,5.69,-6.0,-0.11,3.65
18,107922.0,61.0,222.0,-34.38,-27.41,715.53,-45.63,-12.48,-8.18,-40.45,-29.92,-13.81,110.44
19,113016.0,1084.0,220.0,1074.25,1047.53,970.88,942.41,1727.35,1041.86,1099.74,1006.72,981.24,951.64
20,118128.0,247.0,103.0,547.0,188.24,198.92,185.34,227.58,210.61,207.92,197.96,282.18,222.42
21,123254.0,635.0,467.0,124.82,184.35,1338.73,579.71,1407.63,334.98,149.6,1015.01,330.31,879.98
22,128395.0,1435.0,441.0,1688.93,1603.02,1616.48,1694.11,611.33,502.71,1664.75,1700.68,1652.84,1610.77
23,133575.0,190.0,122.0,95.44,354.1,75.25,79.86,328.0,150.82,169.65,25.68,384.8,235.71
24,138623.0,621.0,103.0,684.96,694.65,720.71,730.12,508.15,668.46,578.55,576.23,387.5,660.23
25,144039.0,100.0,157.0,241.42,19.76,12.56,522.27,21.93,112.3,21.41,13.04,13.88,23.26
26,149365.0,414.0,197.0,500.55,192.62,185.29,472.2,183.55,574.93,229.29,748.96,408.79,641.46
27,157061.0,1980.0,938.0,1524.92,1841.37,3275.99,2699.28,942.12,312.11,1882.91,3435.38,2385.04,1501.31
28,162844.0,1862.0,1077.0,3538.48,907.46,1230.01,3316.79,977.29,798.35,890.92,3403.86,1530.96,2024.18
29,169524.0,1312.0,637.0,1409.34,1699.71,164.71,1436.5,142.5,1936.91,1365.79,1738.06,1147.33,2080.53
30,175081.0,2253.0,1113.0,1987.82,214.31,1035.58,1852.88,3577.29,2028.49,3542.69,1530.39,3354.18,3402.97
31,180238.0,2247.0,1204.0,1820.66,3644.47,3587.55,3776.06,1770.44,3103.19,767.86,1809.82,36.85,2153.35
32,187541.0,3384.0,1108.0,4006.83,4048.44,3948.76,3857.41,3832.74,3872.8,3530.19,3694.19,215.65,2835.49
33,193669.0,2509.0,1040.0,1390.22,2193.64,1030.34,2188.73,3075.23,3808.58,1105.13,3813.62,3693.66,2795.8
34,200006.0,1069.0,1064.0,1430.47,1036.36,126.49,354.76,1281.7,186.08,901.53,3948.08,1156.88,271.81
35,207790.0,1450.0,1367.0,3829.51,1610.62,3786.74,139.87,115.62,1883.13,1038.77,114.38,131.29,1845.19
36,215346.0,1953.0,1225.0,3579.13,121.78,2817.61,3789.99,1072.84,2255.95,1289.05,2380.75,113.46,2105.59
37,220480.0,3300.0,1273.0,2577.58,3906.25,210.24,3976.68,4197.97,1854.49,3972.6,4120.8,3935.84,4244.9
38,226547.0,3191.0,1603.0,4185.54,4248.4,3968.1,128.04,4129.06,4265.17,4222.69,4062.29,130.21,2570.68
39,233043.0,3027.0,1207.0,3701.85,1266.97,3500.34,3932.51,3841.7,3461.57,3121.24,149.89,3843.43,3446.41
40,239118.0,4159.0,28.0,4140.42,4119.06,4108.44,4183.18,4168.44,4194.18,4177.88,4184.21,4143.76,4166.13
41,245129.0,3627.0,1169.0,124.41,4053.34,4034.66,4107.47,3986.65,3960.08,3904.66,4135.55,4008.67,3952.16
42,251720.0,4172.0,913.0,4468.13,4633.02,4521.54,4463.81,4327.18,4529.26,4612.05,1448.98,4407.88,4308.56
43,257055.0,3789.0,388.0,3802.69,3902.46,3849.56,2665.11,4145.56,3944.73,3933.97,3983.23,3753.7,3912.32
44,263203.0,3804.0,698.0,2778.82,4099.12,4109.55,4154.69,3933.15,4262.5,4299.14,3879.15,2153.84,4367.1
45,270403.0,3614.0,1249.0,4299.46,3735.83,4255.73,4163.34,4267.69,4309.97,4142.62,4115.68,2718.5,128.04
46,276536.0,1376.0,1887.0,150.91,149.69,127.8,142.75,120.57,159.85,138.23,4332.65,4316.03,4120.92
47,281670.0,2942.0,1849.0,3796.78,4151.22,4235.67,116.45,4098.51,4201.99,156.91,100.38,4227.84,4334.66
48,287765.0,3551.0,1692.0,4513.22,296.59,4583.2,4473.3,4433.27,4430.64,4143.7,4257.33,58.82,4316.5
49,293556.0,3483.0,1685.0,4335.35,4285.07,204.19,4370.47,4393.22,4357.32,31.8,4469.1,4205.68,4174.48
50,299819.0,4547.0,305.0,4602.78,4764.68,4617.43,4737.26,4583.24,3673.08,4688.23,4653.44,4716.92,4428.77
51,306843.0,3072.0,2008.0,4209.66,4171.54,92.1,4909.26,75.4,4868.31,176.07,4616.59,4677.94,2927.17
52,315243.0,4403.0,868.0,4680.75,4237.54,4896.27,1848.6,4581.08,4780.96,4765.04,4719.17,4809.15,4712.82
53,321723.0,4554.0,588.0,4921.59,4644.92,2855.06,4848.41,4339.03,4815.88,4776.22,4727.21,4704.46,4904.77
54,330123.0,4976.0,94.0,4884.99,4904.0,5116.52,5043.13,5089.27,4918.24,4930.44,4817.54,5001.26,5059.59
55,338463.0,4600.0,689.0,4808.96,4878.34,4673.11,4795.6,4846.34,2543.46,4842.04,4844.63,4938.69,4832.34
56,346768.0,4835.0,91.0,4789.78,4680.22,4679.5,4932.53,4884.09,4827.21,4943.32,4837.23,4841.76,4931.99
57,355168.0,4863.0,107.0,4764.62,4737.03,4973.49,5008.89,4781.79,4717.33,4859.98,4843.06,4923.38,5018.02
58,363568.0,4528.0,1095.0,4835.01,4786.37,4875.14,5083.11,1253.97,4862.32,4862.44,4900.08,4801.59,5018.74
59,371310.0,4970.0,52.0,4990.83,5035.96,5006.83,5004.04,4880.13,5018.29,4886.76,4924.48,4973.53,4983.58
