,Step,Mean,Std,Reward1,Reward2,Reward3,Reward4,Reward5,Reward6,Reward7,Reward8,Reward9,Reward10
0,18000.0,-160.0,5.0,-154.97,-161.48,-168.74,-163.37,-150.99,-159.49,-161.31,-161.56,-158.86,-162.19
1,26000.0,967.0,49.0,1046.46,978.81,921.9,1019.26,1017.61,901.95,974.41,897.05,980.18,930.23
2,34000.0,622.0,122.0,502.65,573.02,783.94,503.04,558.93,608.64,862.91,723.4,482.3,616.41
3,42000.0,-64.0,1.0,-63.15,-63.56,-64.29,-63.73,-64.53,-63.79,-64.53,-65.22,-64.0,-65.18
4,50000.0,329.0,28.0,366.12,312.51,280.76,316.49,352.75,363.81,340.89,347.37,313.02,296.81
5,58000.0,410.0,116.0,340.93,505.52,376.24,599.79,326.22,390.93,291.81,398.05,261.06,612.33
6,66000.0,768.0,271.0,554.44,917.42,915.53,134.4,955.45,945.15,460.88,974.06,906.35,911.86
7,74000.0,646.0,61.0,731.72,681.56,562.71,563.01,679.87,600.79,572.69,699.84,700.52,663.73
8,82000.0,307.0,52.0,309.46,315.89,331.28,316.27,308.45,186.09,250.9,389.75,315.12,345.61
9,90000.0,52.0,52.0,23.57,-21.68,16.88,57.87,68.59,-0.41,118.68,21.97,154.63,84.52
10,98000.0,-35.0,52.0,-56.76,-38.79,7.61,-2.87,-42.21,-45.22,-53.03,-65.42,76.75,-132.85
11,107000.0,478.0,51.0,537.42,471.22,445.87,501.59,498.44,536.83,423.66,508.73,364.35,496.7
12,112000.0,1074.0,37.0,1051.02,1118.53,1077.3,1080.37,1099.1,1091.57,1091.88,994.82,1106.91,1024.09
13,117000.0,933.0,46.0,919.92,888.89,1029.89,978.79,911.35,862.07,919.7,917.18,971.69,933.39
14,122000.0,74.0,53.0,93.4,-30.36,126.65,113.63,133.98,31.8,70.25,4.45,123.55,73.41
15,127000.0,789.0,70.0,865.94,745.66,741.74,768.03,674.28,865.79,822.48,700.88,818.76,888.32
16,132000.0,536.0,68.0,615.19,457.34,622.46,555.22,527.25,556.85,508.76,557.27,384.39,572.22
17,137000.0,518.0,62.0,613.54,521.02,502.37,511.8,494.45,432.27,515.07,436.46,518.92,637.94
18,142000.0,410.0,47.0,335.55,378.75,457.71,447.24,437.62,349.89,403.16,368.13,477.47,445.7
19,147000.0,870.0,44.0,838.51,917.99,820.88,897.32,881.4,917.35,800.15,835.51,859.94,934.97
20,152000.0,723.0,37.0,728.88,733.73,694.81,687.02,670.63,781.6,712.49,788.21,735.7,701.11
21,157000.0,4646.0,442.0,4767.54,3417.94,4499.1,5054.26,4846.27,4982.82,4521.51,4863.45,4799.04,4711.67
22,162000.0,5475.0,101.0,5550.35,5297.26,5551.06,5453.18,5399.77,5375.18,5577.17,5456.84,5442.2,5648.68
23,167000.0,5066.0,353.0,5300.12,4822.92,5438.52,5324.96,4194.5,5071.59,5370.75,5075.64,5218.27,4837.82
24,172000.0,5181.0,148.0,5030.27,5265.91,5218.06,5342.19,5153.99,5275.55,5264.78,5341.04,4859.63,5057.96
25,177000.0,4832.0,376.0,5216.95,4237.28,4862.13,4807.03,5154.31,4633.72,4938.89,4189.75,5413.96,4862.04
26,182000.0,5333.0,170.0,5536.51,5428.19,5151.6,5506.86,5369.57,5395.64,5479.59,5040.48,5336.74,5083.04
27,187000.0,5805.0,107.0,5788.91,5986.89,5893.7,5659.32,5582.33,5834.25,5843.4,5812.77,5813.88,5834.15
28,192000.0,5974.0,89.0,5963.47,6066.13,6142.39,5937.9,5855.81,5920.91,5971.51,6084.85,5917.76,5882.54
29,197000.0,5904.0,86.0,5975.72,5913.87,5877.33,5686.93,5919.81,5931.02,6030.84,5940.86,5851.94,5915.85
30,202000.0,5906.0,199.0,5805.75,5654.62,5796.29,6163.6,5963.16,6215.37,5841.85,5890.23,5601.34,6127.33
31,208000.0,6689.0,119.0,6970.19,6675.86,6624.26,6604.4,6598.0,6800.02,6527.83,6704.87,6731.77,6650.95
32,214000.0,6888.0,160.0,6958.18,6706.15,7155.17,6978.77,6912.28,6689.21,6968.74,6956.73,6599.61,6958.75
33,220000.0,7077.0,106.0,7165.66,7150.3,6948.05,7123.41,6924.69,7085.65,7188.09,6969.8,7235.54,6982.17
34,226000.0,7032.0,121.0,7242.38,7002.39,6965.98,7114.54,7125.73,6884.49,6857.77,6988.21,6957.17,7181.51
35,232000.0,6604.0,159.0,6671.27,6340.79,6550.62,6741.42,6675.27,6931.96,6545.23,6451.16,6475.57,6655.83
36,238000.0,6485.0,212.0,6584.12,6785.78,6250.27,6676.65,6702.87,6066.05,6511.17,6346.13,6541.96,6381.53
37,244000.0,6096.0,128.0,6101.48,5863.05,6269.16,6232.05,6023.29,6106.06,6069.98,6044.09,6281.53,5967.08
38,250000.0,6334.0,123.0,6357.97,6522.88,6206.32,6364.8,6130.42,6478.14,6175.47,6364.29,6312.47,6428.16
39,256000.0,6562.0,112.0,6711.38,6720.42,6387.13,6497.52,6450.1,6542.98,6665.87,6450.14,6551.48,6642.27
40,262000.0,6405.0,199.0,6216.29,6548.33,6710.77,6501.18,6323.19,5963.96,6388.23,6511.05,6544.29,6338.73
41,268000.0,6741.0,98.0,6759.64,6858.92,6540.08,6837.85,6709.68,6884.83,6703.65,6670.16,6687.71,6755.29
