,Step,Mean,Std,Reward1,Reward2,Reward3,Reward4,Reward5,Reward6,Reward7,Reward8,Reward9,Reward10
0,15841.0,833.0,4.0,827.88,838.99,828.42,834.16,834.1,838.44,830.79,827.12,833.61,831.54
1,20883.0,734.0,7.0,723.53,740.03,723.6,736.33,725.32,746.74,732.58,735.84,740.49,731.84
2,26207.0,801.0,2.0,798.08,798.63,797.82,802.28,803.55,804.4,800.44,800.08,804.13,800.18
3,32015.0,747.0,9.0,737.32,760.56,738.41,747.17,735.62,762.29,743.99,752.56,745.01,745.16
4,37029.0,945.0,4.0,939.68,945.28,946.7,940.13,949.5,939.19,950.62,949.79,945.52,940.02
5,42808.0,600.0,4.0,595.54,604.67,595.87,600.94,601.27,608.75,598.26,604.4,596.55,598.52
6,48397.0,680.0,2.0,681.37,677.63,683.58,679.38,684.7,682.16,678.28,677.85,680.56,677.35
7,53467.0,622.0,4.0,617.52,625.73,617.4,622.75,622.06,630.26,622.9,622.64,618.86,619.9
8,59038.0,721.0,2.0,719.33,720.65,720.06,722.4,721.04,724.25,718.3,723.85,719.49,718.97
9,64821.0,694.0,24.0,683.44,719.24,666.92,696.99,664.5,743.56,688.67,717.18,675.16,682.7
10,70422.0,852.0,9.0,845.86,869.93,846.11,856.36,837.67,863.22,852.49,852.05,843.01,853.33
11,75731.0,669.0,5.0,662.53,674.75,664.89,667.63,669.41,678.08,669.87,673.25,666.27,666.7
12,81076.0,782.0,3.0,778.75,781.79,777.17,783.34,785.22,786.56,782.02,784.39,780.87,780.44
13,86736.0,715.0,18.0,701.96,728.4,702.38,705.56,707.32,754.68,702.92,737.62,704.07,701.32
14,92154.0,871.0,11.0,871.38,859.37,887.15,877.42,888.81,855.26,854.87,865.88,873.66,873.45
15,97468.0,881.0,6.0,881.3,868.74,883.09,888.66,885.89,876.22,878.58,875.01,889.42,882.14
16,103623.0,666.0,12.0,654.14,680.33,651.43,666.82,652.45,688.02,666.89,675.05,662.31,661.64
17,108872.0,663.0,7.0,656.74,669.26,658.74,660.04,659.56,676.2,663.1,667.35,651.76,664.14
18,114718.0,905.0,7.0,886.14,909.19,907.08,909.67,906.97,909.57,901.57,904.16,907.03,906.44
19,120713.0,905.0,12.0,909.96,871.99,908.06,913.77,905.56,916.54,908.54,899.64,912.09,903.83
20,126202.0,870.0,121.0,807.92,1208.82,810.78,818.46,809.44,950.44,870.11,792.31,818.13,809.13
21,132040.0,592.0,13.0,572.76,608.09,574.55,591.7,592.02,610.23,593.26,608.01,584.86,581.91
22,137935.0,596.0,28.0,617.25,567.21,615.67,631.1,624.85,572.65,569.71,579.16,629.12,556.61
23,143021.0,885.0,4.0,880.38,885.47,883.96,886.08,884.22,893.21,880.85,887.95,884.46,881.96
24,148740.0,673.0,28.0,622.91,670.92,690.34,684.87,698.97,649.06,627.3,697.35,699.99,689.61
25,155873.0,842.0,5.0,828.6,844.01,843.77,844.15,842.94,847.6,840.11,841.54,839.95,842.45
26,161462.0,917.0,9.0,911.86,920.1,901.91,918.17,905.85,924.39,916.77,937.67,918.53,917.34
27,167462.0,1275.0,206.0,1347.12,802.36,1484.97,1396.68,1348.54,1360.04,1367.0,1421.43,968.5,1252.61
28,173462.0,1002.0,25.0,972.18,994.38,1031.38,967.95,987.73,1032.53,1034.13,1025.76,977.43,998.35
29,179274.0,1144.0,237.0,960.44,941.34,1263.49,1055.18,999.2,1315.16,975.76,1467.98,1595.46,865.63
30,185274.0,1094.0,173.0,1209.9,925.37,1014.54,1156.52,967.13,835.88,943.27,1239.32,1247.94,1402.9
31,190277.0,1367.0,239.0,1572.21,1102.53,1425.02,767.52,1476.43,1487.29,1518.01,1522.11,1299.87,1502.78
32,196277.0,1042.0,149.0,940.4,1186.0,939.53,936.08,1101.12,716.94,1089.36,1110.34,1177.28,1225.62
33,201947.0,872.0,460.0,280.1,1531.89,820.75,386.16,1389.57,133.04,1313.12,834.99,870.65,1160.56
34,208116.0,1125.0,438.0,863.91,1560.62,1346.23,1296.38,1633.8,911.02,1062.23,1612.35,158.13,806.96
35,214019.0,1039.0,422.0,923.78,1549.03,256.64,757.23,629.58,1472.94,1547.94,1439.21,950.81,861.17
36,220332.0,1146.0,483.0,189.9,1655.86,1608.93,1715.6,731.62,890.11,1175.33,763.11,1629.17,1102.46
37,226308.0,1342.0,383.0,1418.26,1073.47,1871.92,879.03,1177.25,1712.55,1765.07,1023.5,1714.76,781.84
38,232155.0,1325.0,422.0,1533.05,757.11,1242.85,1572.96,1222.72,1519.09,1675.71,1743.36,368.55,1618.61
39,238374.0,1276.0,517.0,83.62,1598.6,490.93,1599.59,1600.34,1520.96,1179.16,1637.4,1523.55,1521.96
40,245574.0,1342.0,500.0,1778.19,764.75,1243.9,1027.17,1882.85,1834.16,784.37,1766.38,1793.42,545.64
41,251562.0,1508.0,400.0,1647.63,1730.23,1553.13,1719.53,1604.35,1579.46,1598.62,1654.39,318.71,1671.28
42,257718.0,1448.0,656.0,2022.28,12.13,1963.41,1940.83,2073.68,1387.53,1608.19,851.91,1852.04,771.66
43,264456.0,1494.0,486.0,1959.48,1535.17,1477.79,1744.89,1805.15,813.69,1014.2,610.18,2083.53,1898.95
44,270574.0,791.0,650.0,1046.97,1658.96,1754.51,649.22,1003.16,473.57,-74.31,1165.88,-391.7,624.25
45,275654.0,1449.0,519.0,1906.5,1588.11,1570.34,1842.89,1431.23,1347.63,1854.05,485.02,1974.16,493.27
46,282267.0,1663.0,655.0,207.2,2084.86,867.3,2065.42,1057.29,2020.08,2050.54,2128.91,2084.55,2068.1
47,288593.0,1978.0,471.0,2074.49,2086.17,2041.46,2165.0,575.2,2129.06,2158.92,2233.25,2193.5,2123.72
48,293929.0,2056.0,68.0,2105.43,2089.92,1999.58,2040.31,2039.11,2050.64,1959.08,2082.96,1981.59,2208.47
49,299369.0,1967.0,233.0,2110.96,1906.47,1466.07,2077.07,2102.61,2048.49,2117.06,2063.57,2196.86,1584.48
50,306821.0,1768.0,632.0,1071.21,2258.81,2080.73,2135.58,2202.22,2048.56,2188.67,981.65,2262.66,451.46
