,Step,Mean,Std,Reward1,Reward2,Reward3,Reward4,Reward5,Reward6,Reward7,Reward8,Reward9,Reward10
0,15033.0,754.0,2.0,751.34,754.27,752.96,754.99,754.76,754.71,755.01,754.22,753.34,750.28
1,20827.0,681.0,5.0,682.71,683.03,673.57,683.7,671.18,681.92,683.18,684.16,677.92,686.07
2,26753.0,699.0,3.0,693.98,697.56,699.83,700.27,695.33,698.16,704.45,700.4,696.64,704.79
3,32012.0,949.0,10.0,951.3,960.94,958.06,953.43,928.5,952.62,956.81,948.36,949.34,931.27
4,38223.0,949.0,10.0,951.3,960.94,958.06,953.43,928.5,952.62,956.81,948.36,949.34,931.27
5,43875.0,794.0,11.0,810.47,787.5,783.0,785.89,802.26,788.13,780.65,812.12,784.12,803.87
6,49529.0,695.0,3.0,699.31,694.86,695.19,689.88,692.06,697.18,694.68,696.52,694.98,699.67
7,54825.0,926.0,9.0,934.26,924.89,922.49,916.21,924.78,918.22,925.28,927.97,917.16,947.11
8,60224.0,785.0,16.0,792.9,800.68,782.11,771.44,796.76,776.14,780.9,765.36,767.47,818.01
9,66409.0,596.0,4.0,598.32,592.26,596.63,591.58,602.94,592.76,598.4,594.14,596.21,600.75
10,72100.0,835.0,8.0,835.65,844.65,828.15,824.16,836.3,841.39,840.17,828.91,822.88,848.04
11,77988.0,885.0,10.0,887.34,890.86,885.6,874.06,886.68,880.22,876.21,887.36,871.24,907.79
12,83359.0,755.0,18.0,764.77,749.69,743.42,733.16,774.7,746.81,749.35,769.03,730.53,787.86
13,88793.0,796.0,13.0,800.31,794.29,782.08,787.13,803.48,789.67,784.23,798.87,790.55,828.8
14,94434.0,726.0,18.0,719.63,716.15,717.5,716.44,757.03,739.45,708.88,717.05,707.11,760.48
15,100466.0,833.0,23.0,796.94,815.45,850.33,810.53,867.1,839.79,810.36,835.49,840.6,863.99
16,106083.0,862.0,13.0,845.06,848.19,846.04,861.75,884.76,857.87,858.34,875.77,862.32,875.69
17,112781.0,809.0,16.0,787.17,796.46,803.63,808.94,847.37,804.61,792.63,814.92,813.3,823.15
18,118919.0,857.0,8.0,864.44,859.85,859.69,842.65,870.26,853.64,857.13,862.29,842.63,856.08
19,124631.0,721.0,19.0,736.25,741.58,740.15,712.0,697.96,718.0,701.34,725.95,690.32,747.33
20,130038.0,570.0,3.0,564.77,572.54,569.71,567.87,571.68,574.06,570.35,569.11,567.61,575.25
